"id","english","vietnamese","note","module","boi_canh","vi_du"
"711","Lightweight Directory Access Protocol (LDAP)","Giao thức truy cập thư mục (LDAP)","Giao thức truy vấn và sửa đổi dịch vụ thư mục (ví dụ Active Directory). Dùng để tìm user, group, policy — cũng là nguồn thông tin giá trị cho attacker nếu không được bảo vệ.","5","Được dùng để truy vấn và quản lý directory (user, group, policy) — admin sử dụng tool/console để quản lý AD; cần bảo vệ access và giới hạn quyền đọc/ghi.","Quản trị viên dùng ldapsearch để tìm user và thuộc tính trong AD."
"712","Directory Information Tree (DIT)","Cây thông tin thư mục (DIT)","Cấu trúc phân cấp trong LDAP/AD lưu trữ các đối tượng (users, computers, OUs). DIT định nghĩa cách tổ chức và truy vấn dữ liệu thư mục.","5","Cấu trúc tổ chức dữ liệu trong LDAP/AD; admin và auditor tham khảo DIT để hiểu tổ chức object (OU, CN, DC) khi thực hiện thay đổi hoặc kiểm tra.","DC=example,DC=com → OU=Sales → CN=John Doe trong DIT."
"713","Distinguished Name (DN)","Tên phân biệt (DN)","Định danh đầy đủ một đối tượng trong LDAP/AD (ví dụ CN=John Doe,OU=Sales,DC=example,DC=com). Dùng để tham chiếu chính xác đối tượng trong các thao tác LDAP.","5","Định danh đầy đủ object trong LDAP/AD; dùng trong script/ACL/LDAP queries để thao tác chính xác với user hoặc máy chủ.","Dùng DN khi sửa đổi thuộc tính của một user qua LDAP."
"714","Kerberos golden ticket attack","Tấn công "vé vàng" Kerberos (Golden Ticket)","Kỹ thuật tạo vé Kerberos giả (TGT) với quyền rộng — cho phép impersonate bất kỳ account domain nào. Rủi ro nghiêm trọng khi attacker có được key của domain (KRBTGT). (Mô tả mục đích và hậu quả — không hướng dẫn cách thực hiện.)","5","Tình huống phân tích hậu quả khi domain key (KRBTGT) bị lộ: attacker có thể tạo TGT rộng quyền. Dùng làm case study trong incident response và hardening — không mô tả kỹ thuật tấn công.","(Mục đích/hậu quả) Kẻ tấn công với key domain có thể tạo vé cho bất kỳ user nào và duy trì truy cập lâu dài."
"715","Empire","Empire (post-exploitation framework)","Framework post-exploitation (PowerShell/agent-based) dùng cho red team để điều khiển, lateral movement, thu thập thông tin. Tương tự Metasploit ở mảng sau khai thác.","5","Framework post-exploitation (PowerShell/agent) dùng trong engagements red-team để lateral movement và thu thập thông tin. Sử dụng hợp pháp trong kiểm thử có phép; phát hiện presence chỉ điểm sự cố.","Red team sử dụng agent PowerShell để quản lý các endpoint trong engagement."
"716","Kerberos silver ticket attack","Tấn công "vé bạc" Kerberos (Silver Ticket)","Tạo vé dịch vụ Kerberos (TGS) giả cho một service cụ thể (ví dụ HTTP/SMB) bằng cách dùng key của dịch vụ đó — dẫn tới truy cập trái phép tới service mà không cần full domain compromise. (Mô tả hậu quả.)","5","Kịch bản post-compromise khi attacker tạo TGS cho 1 service cụ thể bằng key service; dẫn tới truy cập trái phép tới dịch vụ mục tiêu. Dùng để minh họa rủi ro của service account yếu.","Kẻ tấn công tạo ticket cho cifs/server để truy cập share smb mà không có user password."
"717","Windows Common Internet File System (CIFS)","Giao thức CIFS (Common Internet File System trên Windows)","Phiên bản/biến thể của SMB dùng để chia sẻ tập tin/printer giữa Windows hosts. CIFS/SMB là bề mặt tấn công thường gặp (e.g., lỗ hổng, credential reuse).","5","Giao thức/biện pháp chia sẻ file/printer trên Windows (SMB family). Admin theo dõi CIFS/SMB để bảo vệ chia sẻ, apply patches, và cấu hình SMB signing.","Legacy servers expose shares via CIFS/SMB."
"718","schtasks.exe command","Lệnh schtasks.exe","Tiện ích dòng lệnh Windows để lên lịch/quản lý tác vụ định kỳ (task scheduler). Dùng hợp pháp cho automation; cũng có thể bị lạm dụng trong post-exploitation để duy trì persistence.","5","Dùng hợp pháp để tạo/quản lý scheduled tasks trên Windows cho automation; trong post-exploitation, attacker có thể lạm dụng để tạo persistence — logs/scheduled tasks nên được giám sát.","schtasks /Create /SC DAILY /TN "Backup" /TR "backup.bat" /ST 02:00"
"719","Windows Management Instrumentation (WMI)","WMI (Windows Management Instrumentation)","Khung quản lý/giám sát hệ thống Windows cho phép truy vấn trạng thái, chạy lệnh, quản lý cấu hình từ xa. Công cụ tuyệt vời cho quản trị và scripting; cũng thường được dùng cho lateral movement trong môi trường tấn công.","5","Khung quản lý cho remote script, query hệ thống, và deployment config. Quản trị viên dùng WMI cho automation; attacker cũng có thể dùng WMI để chạy lệnh từ xa hoặc lateral movement — cần giám sát.","Quản trị viên dùng WMI để lấy danh sách process: wmic process list."
"720","Kerberoasting","Kerberoasting (tấn công bẻ khóa ticket dịch vụ Kerberos)","Kỹ thuật yêu cầu TGS cho service account (được mã hóa bằng password-derived key), lấy xuống và offline-crack để tìm mật khẩu service account. Thường nhắm vào service accounts có mật khẩu yếu.","5","Kỹ thuật thu thập TGS tickets của service accounts để offline-crack password; thường xuất hiện trong các đánh giá bảo mật AD. Dùng để nhấn mạnh việc đặt mật khẩu service account mạnh và giám sát requests bất thường.","Kẻ tấn công lấy ticket của service account và brute-force offline để tìm mật khẩu."
"721","On-Path attack","Tấn công trên đường truyền (On-Path)","Thuật chung cho các tấn công nơi attacker nằm trên con đường truyền giữa hai endpoints và có thể đọc/chỉnh sửa/chuyển tiếp traffic (tương tự MITM nhưng nhấn mạnh vị trí của attacker).","5","Mô tả tình huống attacker nằm trên đường truyền (ví dụ router/ISP compromise hoặc LAN MITM) có thể đọc/sửa traffic. Dùng để minh họa nhu cầu mã hóa end-to-end và kiểm soát network path.","Attacker kiểm soát router trung gian và chặn/đổi nội dung HTTP."
"722","ARP cache poisoning (ARP spoofing)","Đầu độc bộ nhớ đệm ARP / mạo danh ARP","Gửi bản tin ARP giả để ánh xạ IP tới MAC của attacker, khiến lưu lượng được chuyển qua attacker (facilitating MITM). Thường xảy ra trong mạng LAN phẳng.","5","Tấn công MITM trong LAN phẳng: attacker gửi ARP giả để redirect traffic. Dùng trong lab pentest để minh họa sniffing, hoặc làm ví dụ phòng thủ: static ARP, dynamic ARP inspection.","Máy nạn nhân gửi traffic cho gateway nhưng ARP trỏ gateway → attacker MAC."
"723","Media Access Control (MAC) spoofing","Giả mạo địa chỉ MAC","Thay đổi địa chỉ MAC của giao diện mạng để mạo danh thiết bị khác (ví dụ để vượt qua lọc dựa trên MAC, né danh sách đen, hoặc trốn định danh). Dùng cho mục đích hợp pháp (thử nghiệm) và phi pháp.","5","Thay đổi MAC interface để vượt qua lọc MAC, né hệ thống kiểm soát truy cập, hoặc giả danh thiết bị khác trong troubleshooting/pentest. Quản trị viên dùng 802.1X và port security để giảm rủi ro.","Kỹ thuật viên test thay MAC để truy cập mạng có filter dựa trên MAC."
"724","Spanning Tree Protocol (STP)","Giao thức Cây Phân lớp (Spanning Tree Protocol)","Giao thức layer 2 dùng trong switch mạng để tránh loop bằng cách tắt/mở các đường dẫn dự phòng và tạo cấu trúc cây không vòng lặp. Nếu bị cấu hình sai hoặc bị tấn công (BPDU spoofing) có thể gây mất kết nối hoặc thay đổi topology.","5","Được cấu hình trên switch để tránh loop layer-2; admin quản lý root bridge và BPDU guard. BPDU spoofing có thể làm thay đổi topology — kiểm soát STP trên access ports là quan trọng.","STP tắt một cổng dự phòng để tránh loop; khi link chính gãy, port dự phòng bật lên."
"725","Cisco Discovery Protocol (CDP)","Cisco Discovery Protocol (CDP)","Giao thức riêng của Cisco cho phép thiết bị Cisco công bố thông tin (model, IP, version) tới neighbor. Hữu ích cho quản trị; nhưng tiết lộ thông tin có thể làm lộ bề mặt tấn công nếu chạy trên cổng có host không đáng tin.","5","Dùng để khám phá neighbor device (model, IP, version) trên thiết bị Cisco. Hữu ích cho troubleshooting; trên cổng có host không tin cậy nên tắt CDP để tránh lộ thông tin.","show cdp neighbors hiển thị thiết bị Cisco kề bên."
"726","packet storm (broadcast storm)","Bão gói tin (broadcast storm)","Tình trạng lưu lượng broadcast hoặc multicast tăng vọt trong mạng (do loop, misconfig, hoặc tấn công) dẫn tới tắc nghẽn băng thông, làm chậm hoặc ngắt toàn bộ mạng layer 2.","5","Tình huống mạng bị tắc do lượng broadcast/multicast quá lớn (circular loop, misconfig hoặc tấn công). Admin cần broadcast suppression, storm control và kiểm tra STP để phục hồi.","Do loop giữa hai switch không có STP, dẫn tới tăng dồn broadcast và mạng bị nghẽn."
"727","DHCP spoofing","Mạo danh DHCP","Gửi phản hồi DHCP giả để cấp IP/gateway/DNS do attacker kiểm soát; nạn nhân có thể bị chuyển hướng traffic hoặc mất kết nối an toàn (MITM, phishing).","5","Kịch bản attacker gửi DHCP offer giả để cấp gateway/DNS do họ kiểm soát — dẫn tới MITM/redirect. Dùng làm ví dụ phòng thủ: DHCP snooping, trusted ports, and static assignments where needed.","Attacker trong LAN chạy công cụ yersinia gửi phản hồi DHCP giả với gateway = 192.168.1.100 (máy attacker), khiến nạn nhân truy cập Internet thông qua attacker → MITM."
"728","Rogue Access Point","Access Point trái phép / giả mạo","Thiết bị AP không được phép đặt trong mạng (do user hoặc attacker). Có thể dùng để lừa người dùng kết nối, thu thập traffic, phát tán malware.","5","Thiết bị AP không được phép (do user hoặc attacker) xuất hiện trong site survey; có thể gây leak dữ liệu hoặc serve Evil Twin. Wireless security teams scan và triage rogue APs.","Một nhân viên tự mang router cá nhân cắm vào cổng LAN công ty để dùng Wi-Fi riêng — tạo thành một AP trái phép."
"729","Evil Twin attack","Tấn công "Evil Twin" (AP giả mạo giống hệt)","Tạo AP giả với cùng SSID/phần cấu hình như AP hợp lệ để dụ nạn nhân kết nối; attacker có thể sniff/đổi hướng traffic hoặc thực hiện captive portal.","5","Tấn công lừa người dùng kết nối vào AP giả giống AP hợp lệ (same SSID) để sniff traffic hoặc captive portal credential capture. Dùng trong bài tập awareness và kiểm tra an toàn Wi-Fi.","Attacker tạo AP tên “Café_Free_WiFi” giống hệt mạng thật của quán, người dùng kết nối nhầm → toàn bộ traffic bị sniff qua laptop attacker."
"730","Captive portal","Cổng bắt / trang đăng nhập bắt buộc","Trang web trung gian yêu cầu người dùng xác thực hoặc chấp nhận điều khoản trước khi truy cập Internet (thường ở quán cà phê, khách sạn). Nếu cấu hình kém hoặc giả mạo, có thể dùng để thu credential.","5","Cổng xác thực phổ biến ở khách sạn/quán cà phê yêu cầu login/accept terms. Nếu bị giả mạo hoặc cấu hình kém, captive portal có thể trở thành vector thu credential — cần HTTPS và kiểm soát chuyển hướng.","Ở khách sạn, khi bạn kết nối Wi-Fi sẽ hiện trang đăng nhập để nhập số phòng. Attacker có thể tạo trang giả tương tự để đánh cắp mật khẩu Facebook."
"731","Disassociation (Deauthentication) attack","Tấn công ngắt kết nối (deauth/disassoc)","Gửi frame deauth/disassoc giả khiến thiết bị bị ngắt khỏi AP; dùng để gây gián đoạn dịch vụ, ép client reconnect (phục vụ tấn công tiếp theo như Evil Twin hoặc WPA handshake capture).","5","Tấn công Wi-Fi gây ngắt kết nối client để ép reconnect (ví dụ bắt handshake WPA) hoặc gây gián đoạn dịch vụ. Dùng trong lab pentest; production cần bảo vệ (robust roaming, monitoring).","Dùng aireplay-ng --deauth 100 -a <BSSID> -c <client> để ngắt kết nối người dùng khỏi AP, buộc họ reconnect để thu handshake WPA2."
"732","Kismet","Kismet (wireless detector/sniffer/IDS)","Công cụ passive để phát hiện AP/client, thu packet, phát hiện rogue AP và phân tích spectrum; dùng cho khảo sát mạng và phát hiện xâm nhập Wi-Fi.","5","Tool passive để phát hiện AP/client, sniff gói tin 802.11, và xác định rogue AP hoặc spectrum issues. Dùng cho wireless survey, security assessment và phát hiện xâm nhập không dây.","Kỹ sư an ninh dùng Kismet để quét toàn bộ AP trong tòa nhà, phát hiện 2 AP không hợp lệ (rogue AP) trong hệ thống Wi-Fi nội bộ."
"733","KisMAC","KisMAC (Wi-Fi scanner/sniffer cho macOS)","Ứng dụng quét/giám sát Wi-Fi trên macOS (tương tự Kismet), hỗ trợ thu handshake, phân tích mạng; dùng cho pentest và khảo sát.","5","Trong buổi khảo sát an ninh cho môi trường macOS, kỹ sư bảo mật dùng KisMAC để quét các mạng Wi-Fi xung quanh, thu thập thông tin AP/client và đánh giá phạm vi bắt handshake phục vụ phân tích (không mô tả kỹ thuật tấn công).","Pentester dùng KisMAC trên macOS để thu gói tin WPA handshake từ mạng văn phòng, phục vụ kiểm thử độ mạnh mật khẩu."
"734","Service Set Identifier (SSID)","SSID — Tên bộ dịch vụ / tên mạng Wi-Fi","Tên nhận dạng mạng không dây hiển thị cho người dùng; client dùng SSID để chọn AP/ESS để kết nối.","5","Khi mô tả cấu hình WLAN, quản trị viên ghi chú SSID hiển thị cho người dùng và thảo luận về chính sách đặt tên SSID, ẩn/hiện SSID và rủi ro lộ thông tin qua SSID.","Tên Wi-Fi hiển thị “FPT_Home_5GHz” chính là SSID mà người dùng chọn để kết nối."
"735","Wireless Local Area Network (WLAN)","Mạng cục bộ không dây (WLAN)","Mạng LAN sử dụng công nghệ không dây (Wi-Fi) để kết nối thiết bị; bao gồm AP, client, controller, SSID, security settings.","5","Trong sơ đồ kiến trúc mạng, mục “WLAN” mô tả phạm vi phủ sóng, các AP, controller, SSID và chính sách bảo mật áp dụng cho mạng không dây ở một tòa nhà.","Mạng Wi-Fi trong văn phòng gồm 3 Access Point liên kết qua controller tạo thành một WLAN phục vụ nhân viên."
"736","airmon-ng command","Lệnh airmon-ng (trong Aircrack-ng suite)","Tiện ích bật/tắt chế độ monitor trên card Wi-Fi (Linux) để thu packets thô; dùng trong khảo sát và sniffing không dây.","5","Trong phần lab phân tích sóng, giảng viên nhắc đến airmon-ng như công cụ để chuyển card Wi-Fi về chế độ monitor (mục đích khảo sát/giám sát), đồng thời cảnh báo về hợp pháp/đạo đức khi sử dụng.","Chạy lệnh airmon-ng start wlan0 để bật chế độ monitor trên card Wi-Fi trước khi dùng Airodump-ng bắt gói."
"737","Aircrack-ng","Aircrack-ng (bộ công cụ phân tích/an phá bảo mật Wi-Fi)","Suite gồm nhiều tool dùng để thu thập, phân tích, và (kiểm thử) bẻ khóa mật khẩu WPA/WEP từ handshake/IVs; dùng trong kiểm thử bảo mật Wi-Fi.","5","Trong báo cáo kiểm thử bảo mật Wi-Fi, team đề cập Aircrack-ng là bộ công cụ dùng để phân tích các vấn đề cấu hình bảo mật (khai báo như công cụ phân tích, không hướng dẫn bẻ khóa).","Sau khi thu handshake WPA2, pentester chạy aircrack-ng handshake.cap -w rockyou.txt để thử phá mật khẩu."
"738","Airodump-ng","Airodump-ng (capture tool của Aircrack-ng)","Thu và hiển thị thông tin AP và client, capture handshake/WEP IVs, lưu pcap cho phân tích; thường chạy cùng airmon-ng.","5","Trong phần thu thập dữ liệu cho phân tích lưu lượng vô tuyến, kỹ thuật viên dùng Airodump-ng để quan sát danh sách AP và client, và lưu file pcap phục vụ phân tích sâu.","Chạy airodump-ng wlan0mon để hiển thị danh sách các AP và client đang kết nối, kèm theo thông tin kênh và mã hóa."
"739","Basic Service Set Identifier (BSSID)","BSSID — Định danh BSS (thường là địa chỉ MAC của AP)","Định danh duy nhất của một Basic Service Set; thường là MAC address của radio/AP, dùng để phân biệt AP ngay cả khi SSID giống nhau.","5","Khi phân biệt nhiều AP cùng SSID, quản trị viên dùng BSSID (MAC radio) để chỉ rõ từng AP vật lý trong log và chính sách roaming.","AP “Café_WiFi” có BSSID = AA:BB:CC:DD:EE:FF, giúp phân biệt với AP giả có cùng SSID."
"740","Extended Service Set Identifier (ESSID)","ESSID — Tên mạng mở rộng (ESS)","Tên (tương tự SSID) đại diện cho một Extended Service Set — nhiều AP hợp thành một ESS để cung cấp roaming cùng một tên mạng. Trong thực tế ESSID hay được gọi là SSID.","5","Trong tài liệu thiết kế WLAN campus, ESSID được dùng để mô tả tên mạng chung cho nhiều AP hợp thành một vùng roaming.","Hệ thống Wi-Fi trường đại học có nhiều AP đều mang ESSID “Campus_WiFi” để sinh viên roaming mượt giữa các khu."
"741","Wi-Fi Protected Access version 1 (WPA)","WPA (bảo mật Wi-Fi — phiên bản 1)","Tiêu chuẩn bảo mật kế thừa WEP, giới thiệu TKIP để cải thiện bảo mật; hiện đã lỗi thời/ít an toàn so với WPA2.","5","Trong phần lịch sử/đánh giá rủi ro, bài viết ghi chú WPA (phiên bản 1) là bước cải tiến sau WEP nhưng hiện đã lỗi thời và không được khuyến nghị cho triển khai mới.","Router cũ cấu hình WPA-TKIP, dễ bị brute-force hoặc khai thác, vì vậy được khuyến nghị nâng cấp lên WPA2/AES."
"742","WPA version 2 (WPA2)","WPA2 (bảo mật Wi-Fi — phiên bản 2)","Chuẩn bảo mật phổ biến (sử dụng AES/CCMP) cho Wi-Fi; cung cấp chế độ Personal (PSK) và Enterprise (802.1X). Vẫn được dùng rộng rãi nhưng WPA3 được khuyến nghị cho môi trường mới.","5","Trong hướng dẫn bảo mật, khuyến nghị hiện tại là duy trì WPA2 với AES/CCMP (hoặc nâng cấp lên WPA3 nếu có), và mô tả khi nào dùng chế độ Personal vs Enterprise.","Mạng Wi-Fi gia đình cấu hình WPA2-PSK với mật khẩu mạnh “MyHome@2025” để bảo vệ kết nối an toàn."
"743","WPA version 3 (WPA3)","WPA3 (bảo mật Wi-Fi — phiên bản 3)","Phiên bản nâng cao (đã chuẩn hóa) với cải tiến an toàn như SAE (robust password-based auth), forward secrecy, cải thiện bảo vệ cho mạng công cộng; khuyến nghị triển khai trên thiết bị hỗ trợ.","5","Trong đề xuất nâng cấp, đội bảo mật nêu lợi ích WPA3 (SAE, forward secrecy) và đề xuất khi nào nên triển khai cho thiết bị hỗ trợ.","Laptop hỗ trợ WPA3 dùng cơ chế SAE để xác thực, ngăn ngừa tấn công từ điển offline vào mật khẩu Wi-Fi."
"744","Wired Equivalent Privacy (WEP)","WEP (bảo mật tương đương có dây — WEP)","Cơ chế bảo mật Wi-Fi cũ, đã bị bẻ khóa dễ dàng do thiết kế yếu; không còn an toàn, không nên dùng.","5","Trong phần cảnh báo, nhắc lại WEP là không an toàn, liệt kê vì sao nên vô hiệu hóa WEP trên tất cả AP và thay bằng WPA2/3.","Mạng văn phòng cũ vẫn dùng WEP 64-bit, pentester chỉ mất vài phút thu đủ IV và phá khóa bằng Aircrack-ng."
"745","Open (OPN)","Mở (không có bảo mật — Open)","Mạng Wi-Fi không yêu cầu mật khẩu (không mã hóa); phù hợp cho mạng công cộng nhưng rất rủi ro vì traffic không được mã hóa bên link layer.","5","Khi đánh giá rủi ro cho mạng công cộng, phân tích chỉ ra mạng Open có tính tiện lợi nhưng dễ bị nghe lén trên link layer — cần bổ sung captive portal + TLS ở lớp ứng dụng.","Wi-Fi “Airport_Free_WiFi” là mạng mở, không có mã hóa, nên attacker có thể dễ dàng sniff traffic HTTP."
"746","Preferred Network List (PNL)","Danh sách mạng ưu tiên (PNL)","Danh sách SSID mà thiết bị client lưu trữ và ưu tiên kết nối tự động. Lộ PNL có thể tiết lộ các mạng trước đây người dùng đã kết nối (ví dụ SSID công ty) và bị lợi dụng để dựng Evil Twin/rogue AP.","5","Trong báo cáo về rò rỉ thông tin người dùng, phân tích chỉ ra PNL của client có thể tiết lộ SSID trước đây và bị lợi dụng để thực hiện kỹ thuật như fake-AP/Evil-Twin.","Điện thoại tự động tìm SSID “Café_WiFi” trong PNL, attacker dựng AP giả cùng tên để đánh lừa thiết bị."
"747","Jamming","Gây nhiễu (jamming)","Phát sóng gây nhiễu trên kênh RF để làm gián đoạn giao tiếp không dây (Wi-Fi/Bluetooth). Dùng để làm mất dịch vụ hoặc ép thiết bị chuyển kênh; có thể là hành vi phá hoại/phi pháp.","5","Trong phần đánh giá tác động vật lý/RF, nêu jamming là hành vi can nhiễu RF gây gián đoạn dịch vụ; thảo luận cách phát hiện và khuyến nghị pháp lý (thường là bất hợp pháp).","Kẻ tấn công dùng thiết bị phát nhiễu ở tần số 2.4GHz làm mất kết nối Wi-Fi trong phòng họp để gây gián đoạn."
"748","War Driving","War Driving (lái xe dò tìm Wi-Fi)","Hành vi dò tìm, thu thập thông tin mạng không dây (SSID, BSSID, kênh, bảo mật) bằng thiết bị di động khi di chuyển — thường để khảo sát bề mặt tấn công hoặc lập bản đồ mạng công cộng.","5","Trong lab thu thập bề mặt tấn công, mô tả hoạt động war driving (dò tìm AP khi di chuyển) dùng để lập bản đồ AP công cộng phục vụ đánh giá rủi ro.","Nhóm bảo mật lái xe quanh thành phố dùng laptop + anten thu tín hiệu Wi-Fi, ghi lại SSID/BSSID bằng Kismet."
"749","War Flying","War Flying (bay dò tìm Wi-Fi bằng drone/plane)","Tương tự War Driving nhưng dùng UAV/phi cơ để thu thập tín hiệu không dây trên khu vực rộng — dùng cho khảo sát/inventory mạng không dây quy mô lớn.","5","Trong khảo sát quy mô lớn, đề cập war flying (dùng UAV/phi cơ) để thu tín hiệu ở khu vực rộng — nêu cả lợi ích khảo sát và rủi ro quyền riêng tư/pháp lý.","Nhóm bảo mật lái xe quanh thành phố dùng laptop + anten thu tín hiệu Wi-Fi, ghi lại SSID/BSSID bằng Kismet."
"750","Unmanned Aerial Vehicle (UAV)","Phương tiện bay không người lái (UAV / drone)","Thiết bị bay điều khiển từ xa có thể mang bộ thu/phát Wi-Fi/Bluetooth để dò tìm, phát hiện rogue AP, hoặc (nếu bị lạm dụng) phục vụ tấn công mạng/vật lý.","5","Khi thảo luận công cụ khảo sát, ghi UAV có thể mang cảm biến Wi-Fi/Bluetooth để dò tìm thiết bị/rogue AP, đồng thời nêu các vấn đề an toàn và quy định.","Drone chuyên dụng bay khảo sát an ninh mạng không dây, phát hiện vùng phủ sóng và AP không được phép."
"751","WiGLE","WiGLE (Wireless Geographic Logging Engine)","Dịch vụ/website và cơ sở dữ liệu chứa bản đồ điểm truy cập Wi-Fi thu thập công cộng (SSID, BSSID, vị trí). Dùng cho nghiên cứu, khảo sát — cũng có thể tiết lộ lịch sử mạng công cộng.","5","Trong nghiên cứu tình trạng phủ sóng, dùng WiGLE làm nguồn dữ liệu công khai để tra cứu vị trí AP lịch sử và phân tích phân bố mạng không dây.","Người dùng tải dữ liệu từ WiGLE để xem bản đồ các điểm Wi-Fi quanh khu vực, bao gồm SSID và tọa độ GPS."
"752","Initialization Vector (IV) attack","Tấn công Vector Khởi tạo (IV attack)","Lợi dụng yếu tố IV không an toàn (ví dụ WEP) để khai thác tính lặp/khuyết điểm trong thuật toán mã hóa, làm giảm tính bảo mật và khả năng khôi phục khóa. Thường liên quan tới WEP/WPA-TKIP yếu.","5","Trong phần phân tích lỗ hổng lý thuyết, mô tả tấn công IV là khai thác yếu tố IV trong các chuẩn cũ (ví dụ WEP/TKIP) — dùng để giải thích vì sao các chuẩn này không an toàn.","Trong mạng WEP, attacker thu thập hàng nghìn gói tin có IV trùng lặp để dùng thuật toán RC4 cracking khôi phục khóa bí mật."
"753","aireplay-ng command","Lệnh aireplay-ng (Aircrack-ng suite)","Tiện ích dùng để tạo/gửi các frame Wi-Fi (deauth, fake auth, replay...) nhằm mục đích kiểm thử hoặc tương tác với AP/client khi thu thập handshake hoặc kiểm tra bảo mật. Được dùng trong pentest và khảo sát.","5","Trong lab mô phỏng kiểm thử (mô tả ở mức khái quát), nhắc aireplay-ng là công cụ để gửi frame thử nghiệm (ví dụ deauth) phục vụ kiểm tra phản ứng AP/client — lưu ý luật pháp và đạo đức khi dùng.","Pentester dùng aireplay-ng --deauth 10 -a 00:11:22:33:44:55 -c 66:77:88:99:AA:BB wlan0mon để ngắt kết nối client, buộc thiết bị reconnect và thu handshake WPA2 cho kiểm thử bảo mật."
"754","Krack attack","Tấn công KRACK (Key Reinstallation Attack)","Lỗi trong quá trình handshake WPA2 cho phép kẻ tấn công buộc tái cài đặt key, gây lộ/chia sẻ key tạm thời và giải mã traffic — là lỗ hổng giao thức/triển khai WPA2 từng được công bố (đã có bản vá).","5","Trong phần cập nhật vá bảo mật, trình bày KRACK là lỗ hổng handshake WPA2 đã được công bố và vá — nêu cách phát hiện/mítigation (cập nhật firmware/OS).","Laptop trong mạng Wi-Fi WPA2 bị attacker gần đó ép tái cài đặt key trong quá trình handshake, cho phép attacker giải mã traffic HTTPS yếu hoặc HTTP plain text."
"755","Wi-Fi Protected Setup (WPS) PIN attack","Tấn công mã PIN WPS","Khai thác cơ chế WPS (PIN 8 chữ số) để bẻ khóa PSK; WPS PIN yếu/kém thiết kế dẫn tới brute-force khả thi. (Lưu ý: mô tả rủi ro, không chỉ cách thực hiện.)","5","Trong bảng rủi ro, giải thích cơ chế WPS PIN dễ bị brute-force, khuyến nghị tắt WPS hoặc dùng phương pháp an toàn hơn; chỉ mô tả rủi ro chứ không hướng dẫn khai thác.","Kẻ tấn công dùng reaver -i wlan0mon -b <BSSID> brute-force mã PIN WPS 8 chữ số trên router cũ, trích xuất được PSK của Wi-Fi “MyHomeNet”."
"756","KARMA attack","Tấn công KARMA","Kỹ thuật mạo danh AP trả lời các probe request của client (dựa trên PNL) để dụ client tự kết nối vào AP attacker — thường dùng để thu traffic hoặc thực hiện captive portal/credential harvesting.","5","Khi trình bày các mối đe dọa client-side, mô tả KARMA là kỹ thuật mạo danh AP trả lời probe request để dụ client tự kết nối — nêu biện pháp phòng thủ như vô hiệu probe auto-connect.","Client có trong PNL “Home_WiFi” gửi probe request; AP giả (attacker) phản hồi “Home_WiFi available” → client tự động kết nối → attacker thu thông tin đăng nhập qua captive portal giả."
"757","Fragmentation attack","Tấn công phân mảnh (Fragmentation attack)","Lợi dụng cách xử lý frame phân mảnh ở layer 2 để truyền payload đặc biệt hoặc né detection; có thể dùng để tái tạo key stream hoặc bypass một số cơ chế bảo mật.","5","Trong mục kỹ thuật tấn công lý thuyết, ghi fragmentation attack là lợi dụng xử lý phân mảnh ở layer-2 để né detection hoặc tái tạo keystream; trình bày mục đích và cách phát hiện/chặn thay vì chỉ dẫn thực hiện.","Attacker gửi các frame Wi-Fi bị phân mảnh đặc biệt để tái tạo key stream WEP và chèn payload tùy chỉnh, nhằm bypass cơ chế IDS lớp 2."
"758","packetforge-ng command","Lệnh packetforge-ng (Aircrack-ng suite)","Tiện ích tạo packet Wi-Fi tùy chỉnh (ví dụ deauth, ARP, fake packets) để replay/inject trong bài kiểm thử; hữu ích để tạo lưu lượng mẫu cho cracking hoặc kiểm tra AP.","5","","Pentester dùng packetforge-ng -0 -a <BSSID> -h <MAC> -k 255.255.255.255 -l 255.255.255.255 -y keystream.xor -w arp-request để tạo ARP packet giả để replay và tăng tốc cracking WEP."
"759","Credential Harvesting attack","Tấn công thu thập thông tin xác thực","Kỹ thuật lừa nạn nhân nhập username/password (ví dụ qua captive portal giả, phishing page, Evil Twin) để thu credential. Rất phổ biến trong tấn công lừa đảo mạng.","5","","Attacker tạo captive portal Wi-Fi giả “FreeAirportWiFi” yêu cầu đăng nhập Facebook để truy cập Internet → thu username và mật khẩu của nạn nhân."
"760","Social-Engineer Toolkit (SET)","Bộ công cụ Kỹ thuật Xã hội (SET)","Framework để tạo/tự động hóa các cuộc tấn công social-engineering (phishing page, payload delivery, credential harvesting). Dùng trong red-team/phishing simulations; cần dùng có đạo đức và pháp lý.","5","","Trong lab pentest, chuyên viên dùng setoolkit tạo phishing page giả trang đăng nhập Office 365 để huấn luyện nhân viên nhận diện tấn công lừa đảo."
"761","Bluejacking","Bluejacking","Gửi tin nhắn (vCard) không mong muốn tới thiết bị Bluetooth gần đó (thường để gây phiền). Thường là trò quấy rối nhẹ, không ăn cắp dữ liệu.","5","Trong phần thiết bị di động/Bluetooth, nêu Bluejacking là gửi tin nhắn vCard không mong muốn tới thiết bị gần (thường gây phiền) — dùng như ví dụ hành vi quấy rối nhẹ và cách giảm thiểu (tắt discoverable, policy).","Một người dùng gửi vCard “Hello!” ngẫu nhiên tới thiết bị Bluetooth khác trong phạm vi 10m mà không cần ghép nối — chỉ gây phiền, không trộm dữ liệu."
